item_code,brand_x,Master Catalogue name,medicine_type_x,exp_sku_brand,mod_brand,count_syp,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,exp_sku_brand5,id,brand_y,medicine_type_y,sku_brand,new_brand,new_brand2,cosine,max_cosine,salt_flag,mod_brand2,uom_flag,uom_x,uom_y,pack,manufacturer,catg,subcatg,mrp,medicine_type_flag,count_cap,count_tab,count,mod_cosine
897093,nivea creme soft soap 75 gm,,others,nivea,nivea cream soft soap 75,0,nivea,nivea,nivea,nivea,254938.0,nivea soft creme 200ml,others,nivea,nivea soft cream 200,nivea soft cream 200ml ,0.6708203932499369,0.6708203932499369,0,nivea cream soft soap 75gm ,1.0,gm ,ml ,,Reckitt Benckiser India Pvt Ltd,,,82,0,,,5,0.6708203932499369
13599,nivea body lotion express hydration (normal skin) 75ml,,others,nivea body,nivea body lotion express hydration normal skin 75,0,nivea,nivea,nivea,nivea,372514.0,nivea express hydration body lotion 400ml,others,nivea,nivea express hydration body lotion 400,nivea express hydration body lotion 400ml ,0.7216878364870323,0.7216878364870323,0,nivea body lotion express hydration normal skin 75ml ,0.0,ml ,ml ,,Reckitt Benckiser India Pvt Ltd,,,245,0,,,2,0.7216878364870323
13599,nivea body lotion express hydration (normal skin) 75ml,,others,nivea body,nivea body lotion express hydration normal skin 75,0,nivea,nivea,nivea,nivea,254885.0,nivea aloe hydration body lotion 75ml,others,nivea,nivea aloe vera hydration body lotion 75,nivea aloe vera hydration body lotion 75ml ,0.6681531047810609,0.7216878364870323,0,nivea body lotion express hydration normal skin 75ml ,0.0,ml ,ml ,,Reckitt Benckiser India Pvt Ltd,,,245,0,,,2,0.6681531047810609
13605,nivea body lotion express hydration (normal skin) 400 ml,,others,nivea body,nivea body lotion express hydration normal skin 400,0,nivea,nivea,nivea,nivea,372514.0,nivea express hydration body lotion 400ml,others,nivea,nivea express hydration body lotion 400,nivea express hydration body lotion 400ml ,0.8660254037844387,0.8660254037844387,0,nivea body lotion express hydration normal skin 400ml ,0.0,ml ,ml ,,Reckitt Benckiser India Pvt Ltd,,,245,0,,,1,0.8660254037844387
15501,himalaya baby cream extra soft & gentle 50 ml,,others,himalaya baby,himalaya baby cream extra soft & gentle 50,0,himalaya,himalaya,himalaya,himalaya,364402.0,himalaya baby cream 50gm,others,himalaya,himalaya baby cream 50,himalaya baby cream 50gm ,0.7559289460184544,0.7559289460184544,0,himalaya baby cream extra soft & gentle 50ml ,1.0,ml ,gm ,,Reckitt Benckiser India Pvt Ltd,,,245,0,,,2,0.7559289460184544
15501,himalaya baby cream extra soft & gentle 50 ml,,others,himalaya baby,himalaya baby cream extra soft & gentle 50,0,himalaya,himalaya,himalaya,himalaya,364403.0,himalaya baby cream 50ml,others,himalaya,himalaya baby cream 50,himalaya baby cream 50ml ,0.7559289460184544,0.7559289460184544,0,himalaya baby cream extra soft & gentle 50ml ,0.0,ml ,ml ,,Reckitt Benckiser India Pvt Ltd,,,245,0,,,2,0.7559289460184544
15502,himalaya baby cream extra soft & gentle 100 ml,,others,himalaya baby,himalaya baby cream extra soft & gentle 100,0,himalaya,himalaya,himalaya,himalaya,210807.0,himalaya baby cream 100gm,others,himalaya,himalaya baby cream 100,himalaya baby cream 100gm ,0.7559289460184544,0.7559289460184544,0,himalaya baby cream extra soft & gentle 100ml ,1.0,ml ,gm ,,Galderma India Pvt Ltd,,,1530,0,,,1,0.7559289460184544
331496,himalaya gasex syrup - elaichi flavour 200 ml,,syrup,himalaya gasex,himalaya gasex syrup elaichi flavour 200,1,himalaya,himalaya,himalaya,himalaya,364430.0,himalaya gasex syrup 200ml elaichi,syrup,himalaya,himalaya gasex syrup 200 elaichi,himalaya gasex syrup 200ml elaichi ,0.9128709291752768,0.9128709291752768,0,himalaya gasex syrup elaichi flavour 200ml ,0.0,ml ,ml ,,Reckitt Benckiser India Pvt Ltd,,,245,0,,,1,0.9128709291752768
379578,cetaphil syndet bar 75gm,,others,cetaphil syndet,cetaphil syndet soap 75,0,cetaphil,cetaphil,cetaphil,cetaphil,150156.0,cetaphil bar 75gm,others,cetaphil,cetaphil soap 75,cetaphil soap 75gm ,0.8660254037844387,0.8660254037844387,0,cetaphil syndet soap 75gm ,0.0,gm ,gm ,,Glenmark Pharmaceuticals Ltd,,,145,0,,,1,0.8660254037844387
406912,himalaya baby cream extra soft & gentle 200 ml,,others,himalaya baby,himalaya baby cream extra soft & gentle 200,0,himalaya,himalaya,himalaya,himalaya,210806.0,himalaya baby cream 200gm,others,himalaya,himalaya baby cream 200,himalaya baby cream 200gm ,0.7559289460184544,0.7559289460184544,0,himalaya baby cream extra soft & gentle 200ml ,1.0,ml ,gm ,,Galderma India Pvt Ltd,,,210,0,,,1,0.7559289460184544
