item_code,brand_x,brand_y,manufacturer,id,mrp,count
923267,himalaya wellness haridra tablet 60's,himalaya pilex tablet 60s,Reckitt Benckiser India Pvt Ltd,211024.0,82,41
923267,himalaya wellness haridra tablet 60's,himalaya reosto tablet 60s,Reckitt Benckiser India Pvt Ltd,211044.0,82,41
923267,himalaya wellness haridra tablet 60's,himalaya rumalaya tablet 60s,Reckitt Benckiser India Pvt Ltd,211052.0,82,41
923267,himalaya wellness haridra tablet 60's,himalaya septilin tablet 60s,Reckitt Benckiser India Pvt Ltd,211056.0,82,41
923267,himalaya wellness haridra tablet 60's,himalaya abana tablet 60s,Reckitt Benckiser India Pvt Ltd,364394.0,82,41
923267,himalaya wellness haridra tablet 60's,himalaya confido tablet 60s,Reckitt Benckiser India Pvt Ltd,364419.0,82,41
923267,himalaya wellness haridra tablet 60's,himalaya diabecon tablet 60s,Reckitt Benckiser India Pvt Ltd,364423.0,82,41
923267,himalaya wellness haridra tablet 60's,himalaya purim tablet 60s,Reckitt Benckiser India Pvt Ltd,364483.0,82,41
923267,himalaya wellness haridra tablet 60's,himalaya speman tablet 60s,Reckitt Benckiser India Pvt Ltd,376669.0,82,41
923267,himalaya wellness haridra tablet 60's,himalaya ashvagandha tablet 60s,Reckitt Benckiser India Pvt Ltd,376923.0,82,41
923267,himalaya wellness haridra tablet 60's,himalaya arjuna tablet 60s,Reckitt Benckiser India Pvt Ltd,376924.0,82,41
923267,himalaya wellness haridra tablet 60's,himalaya pilex tablet 60s,Reckitt Benckiser India Pvt Ltd,377004.0,82,41
923267,himalaya wellness haridra tablet 60's,himalaya methi tablet 60s,Reckitt Benckiser India Pvt Ltd,380026.0,82,41
923267,himalaya wellness haridra tablet 60's,himalaya shatavari tablets 60s,Reckitt Benckiser India Pvt Ltd,381044.0,82,41
923267,himalaya wellness haridra tablet 60's,himalaya pure herbs punarnava urinary wellness tablet 60s,Reckitt Benckiser India Pvt Ltd,211034.0,82,41
923267,himalaya wellness haridra tablet 60's,himalaya wellness pure herbs bael bowel wellness tablet 60s,Reckitt Benckiser India Pvt Ltd,211113.0,82,41
923267,himalaya wellness haridra tablet 60's,himalaya wellness pure herbs trikatu digestive wellness tablet 60s,Reckitt Benckiser India Pvt Ltd,211122.0,82,41
923267,himalaya wellness haridra tablet 60's,himalaya wellness pure herbs vasaka respiratory wellness tablet 60s,Reckitt Benckiser India Pvt Ltd,211125.0,82,41
923267,himalaya wellness haridra tablet 60's,himalaya wellness pure herbs triphala bowel wellness tablet 60s,Reckitt Benckiser India Pvt Ltd,362374.0,82,41
923267,himalaya wellness haridra tablet 60's,himalaya wellness pure herbs guduchi immunity wellness tablet 60s,Reckitt Benckiser India Pvt Ltd,362399.0,82,41
923267,himalaya wellness haridra tablet 60's,himalaya wellness pure herbs tulasi respiratory wellness tablet 60s,Reckitt Benckiser India Pvt Ltd,362410.0,82,41
923267,himalaya wellness haridra tablet 60's,himalaya wellness pure herbs meshashringi metabolic wellness tablet 60s,Reckitt Benckiser India Pvt Ltd,362470.0,82,41
923267,himalaya wellness haridra tablet 60's,himalaya wellness pure herbs karela metabolic wellness tablet 60s,Reckitt Benckiser India Pvt Ltd,364511.0,82,41
923267,himalaya wellness haridra tablet 60's,himalaya wellness pure herbs vrikshamla weight wellness tablet 60s,Reckitt Benckiser India Pvt Ltd,364517.0,82,41
923267,himalaya wellness haridra tablet 60's,himalaya wellness pure herbs lasuna cardiac wellness tablet 60s,Reckitt Benckiser India Pvt Ltd,376659.0,82,41
923267,himalaya wellness haridra tablet 60's,himalaya wellness pure herbs neem skin wellness tablet 60s,Reckitt Benckiser India Pvt Ltd,377129.0,82,41
923267,himalaya wellness haridra tablet 60's,himalaya wellness pure herbs brahmi mind wellness tablet 60s,Reckitt Benckiser India Pvt Ltd,377137.0,82,41
923267,himalaya wellness haridra tablet 60's,himalaya wellness pure herbs triphala bowel wellness tablet 60s,Reckitt Benckiser India Pvt Ltd,377139.0,82,41
923267,himalaya wellness haridra tablet 60's,himalaya wellness pure herbs arjuna cardiac wellness tablet 60s,Reckitt Benckiser India Pvt Ltd,377212.0,82,41
923267,himalaya wellness haridra tablet 60's,himalaya wellness pure herbs lasuna cardiac wellness tablet 60s,Reckitt Benckiser India Pvt Ltd,378526.0,82,41
113950,nivea creme soft soap 125 gm,nivea soft creme 25ml,Reckitt Benckiser India Pvt Ltd,254933.0,82,5
113950,nivea creme soft soap 125 gm,nivea soft creme 50ml,Reckitt Benckiser India Pvt Ltd,254934.0,82,5
113950,nivea creme soft soap 125 gm,nivea soft creme 100ml,Reckitt Benckiser India Pvt Ltd,254935.0,82,5
113950,nivea creme soft soap 125 gm,nivea soft creme 300ml,Reckitt Benckiser India Pvt Ltd,254936.0,82,5
113950,nivea creme soft soap 125 gm,nivea soft creme 200ml,Reckitt Benckiser India Pvt Ltd,254938.0,82,5
842867,nivea oil in lotion rose & argan oil for dry skin 400 ml,nivea body milk nourishing body lotion 400ml,Reckitt Benckiser India Pvt Ltd,254894.0,360,3
842867,nivea oil in lotion rose & argan oil for dry skin 400 ml,nivea cocoa nourish body lotion 400ml,Reckitt Benckiser India Pvt Ltd,254898.0,360,3
842867,nivea oil in lotion rose & argan oil for dry skin 400 ml,nivea express hydration body lotion 400ml,Reckitt Benckiser India Pvt Ltd,372514.0,360,3
897093,nivea creme soft soap 75 gm,nivea soft creme 25ml,Reckitt Benckiser India Pvt Ltd,254933.0,82,5
897093,nivea creme soft soap 75 gm,nivea soft creme 50ml,Reckitt Benckiser India Pvt Ltd,254934.0,82,5
897093,nivea creme soft soap 75 gm,nivea soft creme 100ml,Reckitt Benckiser India Pvt Ltd,254935.0,82,5
897093,nivea creme soft soap 75 gm,nivea soft creme 300ml,Reckitt Benckiser India Pvt Ltd,254936.0,82,5
897093,nivea creme soft soap 75 gm,nivea soft creme 200ml,Reckitt Benckiser India Pvt Ltd,254938.0,82,5
13599,nivea body lotion express hydration (normal skin) 75ml,nivea express hydration body lotion 400ml,Reckitt Benckiser India Pvt Ltd,372514.0,245,2
13599,nivea body lotion express hydration (normal skin) 75ml,nivea aloe hydration body lotion 75ml,Reckitt Benckiser India Pvt Ltd,254885.0,245,2
15501,himalaya baby cream extra soft & gentle 50 ml,himalaya baby cream 50gm,Reckitt Benckiser India Pvt Ltd,364402.0,245,2
15501,himalaya baby cream extra soft & gentle 50 ml,himalaya baby cream 50ml,Reckitt Benckiser India Pvt Ltd,364403.0,245,2
407080,himalaya gasex syrup - ginger lemon flavour 200 ml,himalaya gasex (ginger lemon flavor) syrup 200ml,Reckitt Benckiser India Pvt Ltd,210891.0,245,2
407080,himalaya gasex syrup - ginger lemon flavour 200 ml,himalaya gasex (ginger lemon flavor) syrup 200ml lemon ginger,Reckitt Benckiser India Pvt Ltd,364429.0,245,2
409743,nivea body lotion express hydration for normal skin 200 ml,nivea express hydration body lotion 400ml,Reckitt Benckiser India Pvt Ltd,372514.0,245,2
409743,nivea body lotion express hydration for normal skin 200 ml,nivea aloe hydration body lotion 200ml,Reckitt Benckiser India Pvt Ltd,254887.0,245,2
824027,himalaya baby diapers (s) 54's,himalaya baby diaper 9 s,Reckitt Benckiser India Pvt Ltd,210812.0,245,3
824027,himalaya baby diapers (s) 54's,himalaya baby diaper 28 s,Reckitt Benckiser India Pvt Ltd,210816.0,245,3
824027,himalaya baby diapers (s) 54's,himalaya baby diaper 54 s,Reckitt Benckiser India Pvt Ltd,210817.0,245,3
824030,himalaya baby diapers (m) 54's,himalaya baby diaper 54 m,Reckitt Benckiser India Pvt Ltd,210809.0,245,3
824030,himalaya baby diapers (m) 54's,himalaya baby diaper 9 m,Reckitt Benckiser India Pvt Ltd,210811.0,245,3
824030,himalaya baby diapers (m) 54's,himalaya baby diaper 28 m,Reckitt Benckiser India Pvt Ltd,210815.0,245,3
840204,himalaya shatavari syrup 200 ml,himalaya cystone syrup 200ml,Reckitt Benckiser India Pvt Ltd,210855.0,245,8
840204,himalaya shatavari syrup 200 ml,himalaya evecare syrup 200ml,Reckitt Benckiser India Pvt Ltd,210877.0,245,8
840204,himalaya shatavari syrup 200 ml,himalaya lukol syrup 200ml,Reckitt Benckiser India Pvt Ltd,210970.0,245,8
840204,himalaya shatavari syrup 200 ml,himalaya septilin syrup 200ml,Reckitt Benckiser India Pvt Ltd,364489.0,245,8
840204,himalaya shatavari syrup 200 ml,himalaya bresol syrup 200ml,Reckitt Benckiser India Pvt Ltd,376680.0,245,8
840204,himalaya shatavari syrup 200 ml,himalaya renalka syrup 200ml,Reckitt Benckiser India Pvt Ltd,376686.0,245,8
840204,himalaya shatavari syrup 200 ml,himalaya lukol syrup 200ml,Reckitt Benckiser India Pvt Ltd,376926.0,245,8
840204,himalaya shatavari syrup 200 ml,himalaya geriforte syrup 200ml,Reckitt Benckiser India Pvt Ltd,376927.0,245,8
895174,nivea shower gel - lemon & oil 125 ml,nivea baby caring oil 200ml,Reckitt Benckiser India Pvt Ltd,254890.0,360,3
895174,nivea shower gel - lemon & oil 125 ml,nivea men oil control moisturiser 20ml,Reckitt Benckiser India Pvt Ltd,254922.0,360,3
895174,nivea shower gel - lemon & oil 125 ml,nivea men oil control moisturiser 50ml,Reckitt Benckiser India Pvt Ltd,254923.0,360,3
895175,nivea shower gel - waterlilly & oil 125 ml,nivea baby caring oil 200ml,Reckitt Benckiser India Pvt Ltd,254890.0,360,3
895175,nivea shower gel - waterlilly & oil 125 ml,nivea men oil control moisturiser 20ml,Reckitt Benckiser India Pvt Ltd,254922.0,360,3
895175,nivea shower gel - waterlilly & oil 125 ml,nivea men oil control moisturiser 50ml,Reckitt Benckiser India Pvt Ltd,254923.0,360,3
936092,himalaya adult diaper (m) 10's,himalaya baby diaper 54 m,Galderma India Pvt Ltd,210809.0,685,3
936092,himalaya adult diaper (m) 10's,himalaya baby diaper 9 m,Galderma India Pvt Ltd,210811.0,685,3
936092,himalaya adult diaper (m) 10's,himalaya baby diaper 28 m,Galderma India Pvt Ltd,210815.0,685,3
936094,himalaya adult diaper (xl) 10's,himalaya picrolax capsule 10s,Galderma India Pvt Ltd,211022.0,1175,3
936094,himalaya adult diaper (xl) 10's,himalaya himcospaz capsule 10s,Galderma India Pvt Ltd,364443.0,1175,3
936094,himalaya adult diaper (xl) 10's,himalaya koflet lozenges 10s,Galderma India Pvt Ltd,380025.0,1175,3
14207,himalaya lip balm 10 gm,himalaya natural moisturizing lip butter balm 10gm,Reckitt Benckiser India Pvt Ltd,210987.0,82,2
14207,himalaya lip balm 10 gm,himalaya lip balm 12s,Reckitt Benckiser India Pvt Ltd,380610.0,82,2
14208,himalaya nourishing skin cream - winter cherry & aloe vera 50 ml,himalaya nourishing skin cream 100ml,Reckitt Benckiser India Pvt Ltd,210999.0,82,4
14208,himalaya nourishing skin cream - winter cherry & aloe vera 50 ml,himalaya nourishing skin cream 250ml,Reckitt Benckiser India Pvt Ltd,211000.0,82,4
14208,himalaya nourishing skin cream - winter cherry & aloe vera 50 ml,himalaya nourishing skin cream 200ml,Reckitt Benckiser India Pvt Ltd,211001.0,82,4
14208,himalaya nourishing skin cream - winter cherry & aloe vera 50 ml,himalaya winter defense moisturizing cream 50ml,Reckitt Benckiser India Pvt Ltd,381241.0,82,4
15513,himalaya gentle baby wipes for normal skin - extra soft 24's,himalaya gentle baby wipes 12,Reckitt Benckiser India Pvt Ltd,364435.0,245,4
15513,himalaya gentle baby wipes for normal skin - extra soft 24's,himalaya gentle baby wipes 24,Reckitt Benckiser India Pvt Ltd,364436.0,245,4
15513,himalaya gentle baby wipes for normal skin - extra soft 24's,himalaya gentle baby wipes 24 xl,Reckitt Benckiser India Pvt Ltd,364437.0,245,4
15513,himalaya gentle baby wipes for normal skin - extra soft 24's,himalaya gentle baby wipes 72s,Reckitt Benckiser India Pvt Ltd,382353.0,245,4
405781,himalaya nourishing baby soap 125 gm,himalaya nourishing baby soap 75gm,Reckitt Benckiser India Pvt Ltd,380598.0,82,2
405781,himalaya nourishing baby soap 125 gm,himalaya gentle baby soap 125gm,Reckitt Benckiser India Pvt Ltd,381234.0,82,2
826788,nivea cocoa nourish oil in lotion 75 ml,nivea cocoa nourish body lotion 200ml,Reckitt Benckiser India Pvt Ltd,254897.0,245,3
826788,nivea cocoa nourish oil in lotion 75 ml,nivea cocoa nourish body lotion 400ml,Reckitt Benckiser India Pvt Ltd,254898.0,245,3
826788,nivea cocoa nourish oil in lotion 75 ml,nivea cocoa nourish body lotion 120ml,Reckitt Benckiser India Pvt Ltd,254899.0,245,3
890086,himalaya anti-dandruff shampoo with tea tree oil 80 ml,himalaya anti dandruff shampoo 700ml,Galderma India Pvt Ltd,210799.0,1195,5
890086,himalaya anti-dandruff shampoo with tea tree oil 80 ml,himalaya anti dandruff shampoo 400ml,Galderma India Pvt Ltd,210800.0,1195,5
890086,himalaya anti-dandruff shampoo with tea tree oil 80 ml,himalaya anti dandruff shampoo 200ml,Galderma India Pvt Ltd,210801.0,1195,5
890086,himalaya anti-dandruff shampoo with tea tree oil 80 ml,himalaya anti dandruff hair oil 100ml,Galderma India Pvt Ltd,210797.0,1195,5
890086,himalaya anti-dandruff shampoo with tea tree oil 80 ml,himalaya anti dandruff hair oil 200ml,Galderma India Pvt Ltd,210798.0,1195,5
914055,himalaya quista dn powder - milk masala flavour 400 gm,himalaya quista dn vanilla powder 400gm,Reckitt Benckiser India Pvt Ltd,381561.0,245,2
914055,himalaya quista dn powder - milk masala flavour 400 gm,himalaya quista active milk masala powder 200gm,Reckitt Benckiser India Pvt Ltd,381563.0,245,2
944061,himalaya active fresh gel 80 gm,himalaya active fresh gel toothpaste 80gm,Galderma India Pvt Ltd,364395.0,630,2
944061,himalaya active fresh gel 80 gm,himalaya active fresh gel saunf & mint 80gm,Galderma India Pvt Ltd,370347.0,630,2
947943,durex lube - cherry 50 ml,durex cherry lubricant gel 50ml,Glenmark Pharmaceuticals Ltd,377945.0,90,3
947943,durex lube - cherry 50 ml,durex play gel 50ml cheeky cherry,Glenmark Pharmaceuticals Ltd,182482.0,90,3
947943,durex lube - cherry 50 ml,durex play very cherry gel 50ml,Glenmark Pharmaceuticals Ltd,182489.0,90,3
14521,kamasutra condoms - dotted 12's,kamasutra dotted condom 3,Reckitt Benckiser India Pvt Ltd,219613.0,245,3
14521,kamasutra condoms - dotted 12's,kamasutra dotted condom 20,Reckitt Benckiser India Pvt Ltd,219614.0,245,3
14521,kamasutra condoms - dotted 12's,kamasutra dotted condom 12,Reckitt Benckiser India Pvt Ltd,219615.0,245,3
14526,kamasutra condoms - intensity 20's,kamasutra intensity condom 12,Reckitt Benckiser India Pvt Ltd,219632.0,245,3
14526,kamasutra condoms - intensity 20's,kamasutra intensity condom 20,Reckitt Benckiser India Pvt Ltd,219633.0,245,3
14526,kamasutra condoms - intensity 20's,kamasutra intensity condom 3,Reckitt Benckiser India Pvt Ltd,219634.0,245,3
14530,kamasutra condoms - longlast 12's,kamasutra combo pack of jo tira misu flavoured lubricant & kamasutra longlast condoms 1,Reckitt Benckiser India Pvt Ltd,219607.0,245,2
14530,kamasutra condoms - longlast 12's,kamasutra pleasure series longlast condom 3,Reckitt Benckiser India Pvt Ltd,219639.0,245,2
14540,kamasutra condoms - superthin 3's,kamasutra superthin condom 3,Reckitt Benckiser India Pvt Ltd,219644.0,245,4
14540,kamasutra condoms - superthin 3's,kamasutra superthin condom 12,Reckitt Benckiser India Pvt Ltd,219645.0,245,4
14540,kamasutra condoms - superthin 3's,kamasutra superthin condom 20,Reckitt Benckiser India Pvt Ltd,219646.0,245,4
14540,kamasutra condoms - superthin 3's,kamasutra combo pack of kamasutra pleasure superthin condoms & skore notout condoms 1,Reckitt Benckiser India Pvt Ltd,219610.0,245,4
14541,kamasutra condoms - superthin 20's,kamasutra superthin condom 3,Reckitt Benckiser India Pvt Ltd,219644.0,245,4
14541,kamasutra condoms - superthin 20's,kamasutra superthin condom 12,Reckitt Benckiser India Pvt Ltd,219645.0,245,4
14541,kamasutra condoms - superthin 20's,kamasutra superthin condom 20,Reckitt Benckiser India Pvt Ltd,219646.0,245,4
14541,kamasutra condoms - superthin 20's,kamasutra combo pack of kamasutra pleasure superthin condoms & skore notout condoms 1,Reckitt Benckiser India Pvt Ltd,219610.0,245,4
362147,himalaya anti hair loss cream 100 ml,himalaya anti dandruff hair cream 100ml,Galderma India Pvt Ltd,362458.0,950,4
362147,himalaya anti hair loss cream 100 ml,himalaya anti hair fall cream 100ml,Galderma India Pvt Ltd,364399.0,950,4
362147,himalaya anti hair loss cream 100 ml,himalaya herbals anti hair loss cream 50ml,Galderma India Pvt Ltd,210928.0,950,4
362147,himalaya anti hair loss cream 100 ml,himalaya wellness anti hair loss cream 50ml,Galderma India Pvt Ltd,211092.0,950,4
406901,cetaphil gentle skin cleanse lotion 250ml,cetaphil gentle skin cleanser 250ml,Himalaya Drug Company,150167.0,60,2
406901,cetaphil gentle skin cleanse lotion 250ml,cetaphil gentle skin cleanser 250ml,Himalaya Drug Company,381000.0,60,2
803748,durex condoms - air 10's,durex intense condom 10s,Glenmark Pharmaceuticals Ltd,378288.0,145,2
803748,durex condoms - air 10's,durex bubblegum condom 10s,Glenmark Pharmaceuticals Ltd,378292.0,145,2
822656,durex condoms - air 10's,durex intense condom 10s,Glenmark Pharmaceuticals Ltd,378288.0,145,2
822656,durex condoms - air 10's,durex bubblegum condom 10s,Glenmark Pharmaceuticals Ltd,378292.0,145,2
850948,kamasutra condoms - dotted 20's,kamasutra dotted condom 3,Reckitt Benckiser India Pvt Ltd,219613.0,245,3
850948,kamasutra condoms - dotted 20's,kamasutra dotted condom 20,Reckitt Benckiser India Pvt Ltd,219614.0,245,3
850948,kamasutra condoms - dotted 20's,kamasutra dotted condom 12,Reckitt Benckiser India Pvt Ltd,219615.0,245,3
850949,kamasutra condoms - dotted 3's,kamasutra dotted condom 3,Reckitt Benckiser India Pvt Ltd,219613.0,245,3
850949,kamasutra condoms - dotted 3's,kamasutra dotted condom 20,Reckitt Benckiser India Pvt Ltd,219614.0,245,3
850949,kamasutra condoms - dotted 3's,kamasutra dotted condom 12,Reckitt Benckiser India Pvt Ltd,219615.0,245,3
850950,kamasutra condoms - ribbed 12's,kamasutra ribbed condom 3,Reckitt Benckiser India Pvt Ltd,219640.0,245,3
850950,kamasutra condoms - ribbed 12's,kamasutra ribbed condom 20,Reckitt Benckiser India Pvt Ltd,219641.0,245,3
850950,kamasutra condoms - ribbed 12's,kamasutra ribbed condom 12,Reckitt Benckiser India Pvt Ltd,364814.0,245,3
850951,kamasutra condoms - ribbed 20's,kamasutra ribbed condom 3,Reckitt Benckiser India Pvt Ltd,219640.0,245,3
850951,kamasutra condoms - ribbed 20's,kamasutra ribbed condom 20,Reckitt Benckiser India Pvt Ltd,219641.0,245,3
850951,kamasutra condoms - ribbed 20's,kamasutra ribbed condom 12,Reckitt Benckiser India Pvt Ltd,364814.0,245,3
850952,kamasutra condoms - ribbed 3's,kamasutra ribbed condom 3,Reckitt Benckiser India Pvt Ltd,219640.0,245,3
850952,kamasutra condoms - ribbed 3's,kamasutra ribbed condom 20,Reckitt Benckiser India Pvt Ltd,219641.0,245,3
850952,kamasutra condoms - ribbed 3's,kamasutra ribbed condom 12,Reckitt Benckiser India Pvt Ltd,364814.0,245,3
850977,kamasutra condoms - intensity 3's,kamasutra intensity condom 12,Reckitt Benckiser India Pvt Ltd,219632.0,245,3
850977,kamasutra condoms - intensity 3's,kamasutra intensity condom 20,Reckitt Benckiser India Pvt Ltd,219633.0,245,3
850977,kamasutra condoms - intensity 3's,kamasutra intensity condom 3,Reckitt Benckiser India Pvt Ltd,219634.0,245,3
850978,kamasutra condoms - longlast 20's,kamasutra combo pack of jo tira misu flavoured lubricant & kamasutra longlast condoms 1,Reckitt Benckiser India Pvt Ltd,219607.0,245,2
850978,kamasutra condoms - longlast 20's,kamasutra pleasure series longlast condom 3,Reckitt Benckiser India Pvt Ltd,219639.0,245,2
850979,kamasutra condoms - longlast 3's,kamasutra combo pack of jo tira misu flavoured lubricant & kamasutra longlast condoms 1,Reckitt Benckiser India Pvt Ltd,219607.0,245,2
850979,kamasutra condoms - longlast 3's,kamasutra pleasure series longlast condom 3,Reckitt Benckiser India Pvt Ltd,219639.0,245,2
903512,himalaya koflet lozenges 200's,himalaya koflet lozenges 200,Reckitt Benckiser India Pvt Ltd,210959.0,245,2
903512,himalaya koflet lozenges 200's,himalaya koflet lozenges 10s,Reckitt Benckiser India Pvt Ltd,380025.0,245,2
928355,durex condoms - air 3's,durex bubblegum condom 3s,Glenmark Pharmaceuticals Ltd,377225.0,145,2
928355,durex condoms - air 3's,durex intense condom 3s,Glenmark Pharmaceuticals Ltd,378289.0,145,2
936097,durex intimate lube - strawberry 50 ml,durex play gel 50ml sweet strawberry,Glenmark Pharmaceuticals Ltd,182481.0,90,2
936097,durex intimate lube - strawberry 50 ml,durex play gel 50ml saucy strawberry,Glenmark Pharmaceuticals Ltd,182483.0,90,2
13112,himalaya natural glow kesar face cream 50 gm,himalaya natural glow kesar face wash 50ml,Reckitt Benckiser India Pvt Ltd,380612.0,82,2
13112,himalaya natural glow kesar face cream 50 gm,himalaya natural glow fairness cream 50gm,Reckitt Benckiser India Pvt Ltd,364458.0,82,2
13643,nivea pearl & beauty deodorant 150 ml,nivea refreshing face wash 150ml,Reckitt Benckiser India Pvt Ltd,254929.0,360,2
13643,nivea pearl & beauty deodorant 150 ml,nivea skin refining scrub 150ml,Reckitt Benckiser India Pvt Ltd,254930.0,360,2
14519,kamasutra condoms - chill thrill 12's,kamasutra chill thrill condom 12,Reckitt Benckiser India Pvt Ltd,219595.0,82,2
14519,kamasutra condoms - chill thrill 12's,kamasutra chill thrill condom 3,Reckitt Benckiser India Pvt Ltd,219596.0,82,2
15140,durex play intimate lube - sensual 200 ml,durex play massage 2in1 intimate lubricant & massage gel 200ml,Glenmark Pharmaceuticals Ltd,182486.0,90,2
15140,durex play intimate lube - sensual 200 ml,durex play massage 2 in1 intimate lubricant & massage gel 200ml,Glenmark Pharmaceuticals Ltd,182485.0,90,2
405579,himalaya natural glow kesar face cream 25 gm,himalaya natural glow fairness cream 25gm,Reckitt Benckiser India Pvt Ltd,380596.0,82,3
405579,himalaya natural glow kesar face cream 25 gm,himalaya natural glow kesar face wash 50ml,Reckitt Benckiser India Pvt Ltd,380612.0,82,3
405579,himalaya natural glow kesar face cream 25 gm,himalaya natural glow kesar face wash 100ml,Reckitt Benckiser India Pvt Ltd,382352.0,82,3
406906,himalaya gentle extra soft baby wipes - normal skin 12's,himalaya gentle baby wipes 12,Reckitt Benckiser India Pvt Ltd,364435.0,245,4
406906,himalaya gentle extra soft baby wipes - normal skin 12's,himalaya gentle baby wipes 24,Reckitt Benckiser India Pvt Ltd,364436.0,245,4
406906,himalaya gentle extra soft baby wipes - normal skin 12's,himalaya gentle baby wipes 24 xl,Reckitt Benckiser India Pvt Ltd,364437.0,245,4
406906,himalaya gentle extra soft baby wipes - normal skin 12's,himalaya gentle baby wipes 72s,Reckitt Benckiser India Pvt Ltd,382353.0,245,4
803980,nivea aloe hydration body lotion for normal skin 400 ml,nivea aloe hydration body lotion 75ml,Reckitt Benckiser India Pvt Ltd,254885.0,245,3
803980,nivea aloe hydration body lotion for normal skin 400 ml,nivea aloe hydration body lotion 200ml,Reckitt Benckiser India Pvt Ltd,254887.0,245,3
803980,nivea aloe hydration body lotion for normal skin 400 ml,nivea express hydration body lotion 400ml,Reckitt Benckiser India Pvt Ltd,372514.0,245,3
822655,durex condoms - extra thin 10's,durex extra thin condom 10,Glenmark Pharmaceuticals Ltd,182472.0,145,2
822655,durex condoms - extra thin 10's,durex extra thin strawberry condom 3s,Glenmark Pharmaceuticals Ltd,377519.0,145,2
822657,durex condoms - extra dots 10's,durex extra dots condom 10,Glenmark Pharmaceuticals Ltd,182470.0,145,2
822657,durex condoms - extra dots 10's,durex extra dots condom 3n,Glenmark Pharmaceuticals Ltd,368949.0,145,2
822659,durex condoms - extra ribbed 10's,durex extra ribbed condom 10,Glenmark Pharmaceuticals Ltd,182471.0,145,2
822659,durex condoms - extra ribbed 10's,durex extra ribbed condom 3s,Glenmark Pharmaceuticals Ltd,381588.0,145,2
822661,durex condoms - extra time 10's,durex extra time condom 10,Glenmark Pharmaceuticals Ltd,182473.0,145,2
822661,durex condoms - extra time 10's,durex extra time condom 3s,Glenmark Pharmaceuticals Ltd,377255.0,145,2
850976,kamasutra condoms - dott max 12's,kamasutra orgasmax ultimate 5 in 1 condom assorted 12s,Reckitt Benckiser India Pvt Ltd,370842.0,82,2
850976,kamasutra condoms - dott max 12's,kamasutra combo pack of kamasutra pleasure superthin condoms & skore notout condoms 1,Reckitt Benckiser India Pvt Ltd,219610.0,82,2
851506,nivea shea smooth body milk 200 ml,nivea smooth milk body lotion with shea butter 75ml,Reckitt Benckiser India Pvt Ltd,254931.0,360,3
851506,nivea shea smooth body milk 200 ml,nivea smooth milk body lotion with shea butter 400ml,Reckitt Benckiser India Pvt Ltd,254932.0,360,3
851506,nivea shea smooth body milk 200 ml,nivea body milk nourishing body lotion 200ml,Reckitt Benckiser India Pvt Ltd,254896.0,360,3
885467,durex condoms - mutual climax 3's,durex mutual climax condom 3,Glenmark Pharmaceuticals Ltd,182477.0,145,2
885467,durex condoms - mutual climax 3's,durex mutual climax condom 10,Glenmark Pharmaceuticals Ltd,182478.0,145,2
885468,durex condoms - mutual climax 10's,durex mutual climax condom 3,Glenmark Pharmaceuticals Ltd,182477.0,145,2
885468,durex condoms - mutual climax 10's,durex mutual climax condom 10,Glenmark Pharmaceuticals Ltd,182478.0,145,2
903248,himalaya purifying neem face wash 15 ml,himalaya herbals purifying neem face wash 150ml,Reckitt Benckiser India Pvt Ltd,210929.0,245,7
903248,himalaya purifying neem face wash 15 ml,himalaya herbals purifying neem face wash 200ml,Reckitt Benckiser India Pvt Ltd,210930.0,245,7
903248,himalaya purifying neem face wash 15 ml,himalaya herbals purifying neem face wash 300ml,Reckitt Benckiser India Pvt Ltd,210931.0,245,7
903248,himalaya purifying neem face wash 15 ml,himalaya herbals purifying neem face wash 100ml,Reckitt Benckiser India Pvt Ltd,210932.0,245,7
903248,himalaya purifying neem face wash 15 ml,himalaya purifying neem foaming face wash 150ml,Reckitt Benckiser India Pvt Ltd,211037.0,245,7
903248,himalaya purifying neem face wash 15 ml,himalaya purifying neem foaming face wash 100ml,Reckitt Benckiser India Pvt Ltd,380601.0,245,7
903248,himalaya purifying neem face wash 15 ml,himalaya purifying neem foaming face wash 200ml,Reckitt Benckiser India Pvt Ltd,385848.0,245,7
960383,la shield spf 40 sunscreen gel 50 gm,la shield spf 40 pa+++ sunscreen gel 50gm,Reckitt Benckiser India Ltd,377078.0,82,3
960383,la shield spf 40 sunscreen gel 50 gm,la shield sunscreen gel spf 40 150gm,Reckitt Benckiser India Ltd,223756.0,82,3
960383,la shield spf 40 sunscreen gel 50 gm,la shield sunscreen gel spf 40 60gm,Reckitt Benckiser India Ltd,223757.0,82,3
979485,manforce overtime condoms - pineapple 10's,manforce condom overtime pineapple 10s,Reckitt Benckiser India Pvt Ltd,371535.0,245,2
979485,manforce overtime condoms - pineapple 10's,manforce overtime pineapple condom 10s,Reckitt Benckiser India Pvt Ltd,377427.0,245,2
