item_code,brand_x,Master Catalogue name,medicine_type_x,exp_sku_brand,mod_brand,count_cap,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,id,brand_y,category_c1,sku_brand,new_brand,medicine_type_y,new_brand2,cosine,max_cosine,quantity_x,quantity_y,quantity_flag,salt_flag,mod_brand2,uom_flag,uom_x,uom_y,strength_flag,strength_x,strength_y,pack,manufacturer,catg,subcatg,mrp,count,mod_cosine
HIM0151,himalaya triphala capsules 60's,,capsule,himalaya triphala,himalaya triphala 60s,1.0,himalaya,himalaya,himalaya,377001.0,himalaya hadjod capsule 60s,,himalaya,himalaya hadjod 60s,capsule,himalaya hadjod capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya triphala capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,136.0,8,0.6666666666666667
HIM0151,himalaya triphala capsules 60's,,capsule,himalaya triphala,himalaya triphala 60s,1.0,himalaya,himalaya,himalaya,380999.0,himalaya gokshura capsule 60s,,himalaya,himalaya gokshura 60s,capsule,himalaya gokshura capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya triphala capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,136.0,8,0.6666666666666667
HIM0151,himalaya triphala capsules 60's,,capsule,himalaya triphala,himalaya triphala 60s,1.0,himalaya,himalaya,himalaya,381046.0,himalaya tagara capsule 60s,,himalaya,himalaya tagara 60s,capsule,himalaya tagara capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya triphala capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,136.0,8,0.6666666666666667
HIM0192,himalaya haridra capsules 60's,,capsule,himalaya haridra,himalaya haridra 60s,1.0,himalaya,himalaya,himalaya,211114.0,himalaya wellness pure herbs haridra capsule 60s,AYURVEDIC,himalaya,himalaya wellness pure herbs haridra 60s,capsule,himalaya wellness pure herbs haridra capsule 60s,0.7071067811865476,0.7071067811865476,60,60,0.0,0.0,himalaya haridra capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,108.0,9,0.7071067811865476
HIM0192,himalaya haridra capsules 60's,,capsule,himalaya haridra,himalaya haridra 60s,1.0,himalaya,himalaya,himalaya,210986.0,himalaya moringa capsule 60s,AYURVEDIC,himalaya,himalaya moringa 60s,capsule,himalaya moringa capsule 60s,0.6666666666666667,0.7071067811865476,60,60,0.0,0.0,himalaya haridra capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,108.0,9,0.6666666666666667
HIM0192,himalaya haridra capsules 60's,,capsule,himalaya haridra,himalaya haridra 60s,1.0,himalaya,himalaya,himalaya,211071.0,himalaya sunthi capsule 60s,AYURVEDIC,himalaya,himalaya sunthi 60s,capsule,himalaya sunthi capsule 60s,0.6666666666666667,0.7071067811865476,60,60,0.0,0.0,himalaya haridra capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,108.0,9,0.6666666666666667
HIM0192,himalaya haridra capsules 60's,,capsule,himalaya haridra,himalaya haridra 60s,1.0,himalaya,himalaya,himalaya,211089.0,himalaya vigorcare capsule 60s,AYURVEDIC,himalaya,himalaya vigorcare 60s,capsule,himalaya vigorcare capsule 60s,0.6666666666666667,0.7071067811865476,60,60,0.0,0.0,himalaya haridra capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,108.0,9,0.6666666666666667
HIM0192,himalaya haridra capsules 60's,,capsule,himalaya haridra,himalaya haridra 60s,1.0,himalaya,himalaya,himalaya,364495.0,himalaya talekt capsule 60s,AYURVEDIC,himalaya,himalaya talekt 60s,capsule,himalaya talekt capsule 60s,0.6666666666666667,0.7071067811865476,60,60,0.0,0.0,himalaya haridra capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,108.0,9,0.6666666666666667
HIM0192,himalaya haridra capsules 60's,,capsule,himalaya haridra,himalaya haridra 60s,1.0,himalaya,himalaya,himalaya,376922.0,himalaya guduchi capsule 60s,,himalaya,himalaya guduchi 60s,capsule,himalaya guduchi capsule 60s,0.6666666666666667,0.7071067811865476,60,60,0.0,0.0,himalaya haridra capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,108.0,9,0.6666666666666667
HIM0192,himalaya haridra capsules 60's,,capsule,himalaya haridra,himalaya haridra 60s,1.0,himalaya,himalaya,himalaya,377001.0,himalaya hadjod capsule 60s,,himalaya,himalaya hadjod 60s,capsule,himalaya hadjod capsule 60s,0.6666666666666667,0.7071067811865476,60,60,0.0,0.0,himalaya haridra capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,108.0,9,0.6666666666666667
HIM0192,himalaya haridra capsules 60's,,capsule,himalaya haridra,himalaya haridra 60s,1.0,himalaya,himalaya,himalaya,380999.0,himalaya gokshura capsule 60s,,himalaya,himalaya gokshura 60s,capsule,himalaya gokshura capsule 60s,0.6666666666666667,0.7071067811865476,60,60,0.0,0.0,himalaya haridra capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,108.0,9,0.6666666666666667
HIM0192,himalaya haridra capsules 60's,,capsule,himalaya haridra,himalaya haridra 60s,1.0,himalaya,himalaya,himalaya,381046.0,himalaya tagara capsule 60s,,himalaya,himalaya tagara 60s,capsule,himalaya tagara capsule 60s,0.6666666666666667,0.7071067811865476,60,60,0.0,0.0,himalaya haridra capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,108.0,9,0.6666666666666667
HIM0194,himalaya kapikachhu capsules 60's,,capsule,himalaya kapikachhu,himalaya kapikachhu 60s,1.0,himalaya,himalaya,himalaya,210986.0,himalaya moringa capsule 60s,AYURVEDIC,himalaya,himalaya moringa 60s,capsule,himalaya moringa capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya kapikachhu capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,108.0,8,0.6666666666666667
HIM0194,himalaya kapikachhu capsules 60's,,capsule,himalaya kapikachhu,himalaya kapikachhu 60s,1.0,himalaya,himalaya,himalaya,211071.0,himalaya sunthi capsule 60s,AYURVEDIC,himalaya,himalaya sunthi 60s,capsule,himalaya sunthi capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya kapikachhu capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,108.0,8,0.6666666666666667
HIM0194,himalaya kapikachhu capsules 60's,,capsule,himalaya kapikachhu,himalaya kapikachhu 60s,1.0,himalaya,himalaya,himalaya,211089.0,himalaya vigorcare capsule 60s,AYURVEDIC,himalaya,himalaya vigorcare 60s,capsule,himalaya vigorcare capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya kapikachhu capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,108.0,8,0.6666666666666667
HIM0194,himalaya kapikachhu capsules 60's,,capsule,himalaya kapikachhu,himalaya kapikachhu 60s,1.0,himalaya,himalaya,himalaya,364495.0,himalaya talekt capsule 60s,AYURVEDIC,himalaya,himalaya talekt 60s,capsule,himalaya talekt capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya kapikachhu capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,108.0,8,0.6666666666666667
HIM0194,himalaya kapikachhu capsules 60's,,capsule,himalaya kapikachhu,himalaya kapikachhu 60s,1.0,himalaya,himalaya,himalaya,376922.0,himalaya guduchi capsule 60s,,himalaya,himalaya guduchi 60s,capsule,himalaya guduchi capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya kapikachhu capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,108.0,8,0.6666666666666667
HIM0194,himalaya kapikachhu capsules 60's,,capsule,himalaya kapikachhu,himalaya kapikachhu 60s,1.0,himalaya,himalaya,himalaya,377001.0,himalaya hadjod capsule 60s,,himalaya,himalaya hadjod 60s,capsule,himalaya hadjod capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya kapikachhu capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,108.0,8,0.6666666666666667
HIM0194,himalaya kapikachhu capsules 60's,,capsule,himalaya kapikachhu,himalaya kapikachhu 60s,1.0,himalaya,himalaya,himalaya,380999.0,himalaya gokshura capsule 60s,,himalaya,himalaya gokshura 60s,capsule,himalaya gokshura capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya kapikachhu capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,108.0,8,0.6666666666666667
HIM0194,himalaya kapikachhu capsules 60's,,capsule,himalaya kapikachhu,himalaya kapikachhu 60s,1.0,himalaya,himalaya,himalaya,381046.0,himalaya tagara capsule 60s,,himalaya,himalaya tagara 60s,capsule,himalaya tagara capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya kapikachhu capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,108.0,8,0.6666666666666667
HIM0197,himalaya manjishtha capsules 60's,,capsule,himalaya manjishtha,himalaya manjishtha 60s,1.0,himalaya,himalaya,himalaya,210986.0,himalaya moringa capsule 60s,AYURVEDIC,himalaya,himalaya moringa 60s,capsule,himalaya moringa capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya manjishtha capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,470.0,9,0.6666666666666667
HIM0197,himalaya manjishtha capsules 60's,,capsule,himalaya manjishtha,himalaya manjishtha 60s,1.0,himalaya,himalaya,himalaya,211071.0,himalaya sunthi capsule 60s,AYURVEDIC,himalaya,himalaya sunthi 60s,capsule,himalaya sunthi capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya manjishtha capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,470.0,9,0.6666666666666667
HIM0197,himalaya manjishtha capsules 60's,,capsule,himalaya manjishtha,himalaya manjishtha 60s,1.0,himalaya,himalaya,himalaya,211089.0,himalaya vigorcare capsule 60s,AYURVEDIC,himalaya,himalaya vigorcare 60s,capsule,himalaya vigorcare capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya manjishtha capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,470.0,9,0.6666666666666667
HIM0197,himalaya manjishtha capsules 60's,,capsule,himalaya manjishtha,himalaya manjishtha 60s,1.0,himalaya,himalaya,himalaya,364495.0,himalaya talekt capsule 60s,AYURVEDIC,himalaya,himalaya talekt 60s,capsule,himalaya talekt capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya manjishtha capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,470.0,9,0.6666666666666667
HIM0197,himalaya manjishtha capsules 60's,,capsule,himalaya manjishtha,himalaya manjishtha 60s,1.0,himalaya,himalaya,himalaya,376922.0,himalaya guduchi capsule 60s,,himalaya,himalaya guduchi 60s,capsule,himalaya guduchi capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya manjishtha capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,470.0,9,0.6666666666666667
HIM0197,himalaya manjishtha capsules 60's,,capsule,himalaya manjishtha,himalaya manjishtha 60s,1.0,himalaya,himalaya,himalaya,377001.0,himalaya hadjod capsule 60s,,himalaya,himalaya hadjod 60s,capsule,himalaya hadjod capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya manjishtha capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,470.0,9,0.6666666666666667
HIM0197,himalaya manjishtha capsules 60's,,capsule,himalaya manjishtha,himalaya manjishtha 60s,1.0,himalaya,himalaya,himalaya,380999.0,himalaya gokshura capsule 60s,,himalaya,himalaya gokshura 60s,capsule,himalaya gokshura capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya manjishtha capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,470.0,9,0.6666666666666667
HIM0197,himalaya manjishtha capsules 60's,,capsule,himalaya manjishtha,himalaya manjishtha 60s,1.0,himalaya,himalaya,himalaya,381046.0,himalaya tagara capsule 60s,,himalaya,himalaya tagara 60s,capsule,himalaya tagara capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya manjishtha capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,470.0,9,0.6666666666666667
HIM0197,himalaya manjishtha capsules 60's,,capsule,himalaya manjishtha,himalaya manjishtha 60s,1.0,himalaya,himalaya,himalaya,211117.0,himalaya wellness pure herbs manjishtha skin wellness capsule 60s,AYURVEDIC,himalaya,himalaya wellness pure herbs manjishtha skin 60s,capsule,himalaya wellness pure herbs manjishtha skin wellness capsule 60s,0.6546536707079772,0.6666666666666667,60,60,0.0,0.0,himalaya manjishtha capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,470.0,9,0.6546536707079772
HIM0200,himalaya neem capsules 60's,,capsule,himalaya neem,himalaya neem 60s,1.0,himalaya,himalaya,himalaya,210986.0,himalaya moringa capsule 60s,AYURVEDIC,himalaya,himalaya moringa 60s,capsule,himalaya moringa capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya neem capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,136.0,10,0.6666666666666667
HIM0200,himalaya neem capsules 60's,,capsule,himalaya neem,himalaya neem 60s,1.0,himalaya,himalaya,himalaya,210989.0,himalaya neem capsule 120s,AYURVEDIC,himalaya,himalaya neem 120s,capsule,himalaya neem capsule 120s,0.6666666666666667,0.6666666666666667,60,120,1.0,0.0,himalaya neem capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,136.0,10,0.6666666666666667
HIM0200,himalaya neem capsules 60's,,capsule,himalaya neem,himalaya neem 60s,1.0,himalaya,himalaya,himalaya,210990.0,himalaya neem capsule 30s,AYURVEDIC,himalaya,himalaya neem 30s,capsule,himalaya neem capsule 30s,0.6666666666666667,0.6666666666666667,60,30,1.0,0.0,himalaya neem capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,136.0,10,0.6666666666666667
HIM0200,himalaya neem capsules 60's,,capsule,himalaya neem,himalaya neem 60s,1.0,himalaya,himalaya,himalaya,211071.0,himalaya sunthi capsule 60s,AYURVEDIC,himalaya,himalaya sunthi 60s,capsule,himalaya sunthi capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya neem capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,136.0,10,0.6666666666666667
HIM0200,himalaya neem capsules 60's,,capsule,himalaya neem,himalaya neem 60s,1.0,himalaya,himalaya,himalaya,211089.0,himalaya vigorcare capsule 60s,AYURVEDIC,himalaya,himalaya vigorcare 60s,capsule,himalaya vigorcare capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya neem capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,136.0,10,0.6666666666666667
HIM0200,himalaya neem capsules 60's,,capsule,himalaya neem,himalaya neem 60s,1.0,himalaya,himalaya,himalaya,364495.0,himalaya talekt capsule 60s,AYURVEDIC,himalaya,himalaya talekt 60s,capsule,himalaya talekt capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya neem capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,136.0,10,0.6666666666666667
HIM0200,himalaya neem capsules 60's,,capsule,himalaya neem,himalaya neem 60s,1.0,himalaya,himalaya,himalaya,376922.0,himalaya guduchi capsule 60s,,himalaya,himalaya guduchi 60s,capsule,himalaya guduchi capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya neem capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,136.0,10,0.6666666666666667
HIM0200,himalaya neem capsules 60's,,capsule,himalaya neem,himalaya neem 60s,1.0,himalaya,himalaya,himalaya,377001.0,himalaya hadjod capsule 60s,,himalaya,himalaya hadjod 60s,capsule,himalaya hadjod capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya neem capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,136.0,10,0.6666666666666667
HIM0200,himalaya neem capsules 60's,,capsule,himalaya neem,himalaya neem 60s,1.0,himalaya,himalaya,himalaya,380999.0,himalaya gokshura capsule 60s,,himalaya,himalaya gokshura 60s,capsule,himalaya gokshura capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya neem capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,136.0,10,0.6666666666666667
HIM0200,himalaya neem capsules 60's,,capsule,himalaya neem,himalaya neem 60s,1.0,himalaya,himalaya,himalaya,381046.0,himalaya tagara capsule 60s,,himalaya,himalaya tagara 60s,capsule,himalaya tagara capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya neem capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,136.0,10,0.6666666666666667
HIM0215,himalaya punarnava capsules 60's,,capsule,himalaya punarnava,himalaya punarnava 60s,1.0,himalaya,himalaya,himalaya,210986.0,himalaya moringa capsule 60s,AYURVEDIC,himalaya,himalaya moringa 60s,capsule,himalaya moringa capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya punarnava capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(PHARMA),,,152.0,8,0.6666666666666667
HIM0215,himalaya punarnava capsules 60's,,capsule,himalaya punarnava,himalaya punarnava 60s,1.0,himalaya,himalaya,himalaya,211071.0,himalaya sunthi capsule 60s,AYURVEDIC,himalaya,himalaya sunthi 60s,capsule,himalaya sunthi capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya punarnava capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(PHARMA),,,152.0,8,0.6666666666666667
HIM0215,himalaya punarnava capsules 60's,,capsule,himalaya punarnava,himalaya punarnava 60s,1.0,himalaya,himalaya,himalaya,211089.0,himalaya vigorcare capsule 60s,AYURVEDIC,himalaya,himalaya vigorcare 60s,capsule,himalaya vigorcare capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya punarnava capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(PHARMA),,,152.0,8,0.6666666666666667
HIM0215,himalaya punarnava capsules 60's,,capsule,himalaya punarnava,himalaya punarnava 60s,1.0,himalaya,himalaya,himalaya,364495.0,himalaya talekt capsule 60s,AYURVEDIC,himalaya,himalaya talekt 60s,capsule,himalaya talekt capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya punarnava capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(PHARMA),,,152.0,8,0.6666666666666667
HIM0215,himalaya punarnava capsules 60's,,capsule,himalaya punarnava,himalaya punarnava 60s,1.0,himalaya,himalaya,himalaya,376922.0,himalaya guduchi capsule 60s,,himalaya,himalaya guduchi 60s,capsule,himalaya guduchi capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya punarnava capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(PHARMA),,,152.0,8,0.6666666666666667
HIM0215,himalaya punarnava capsules 60's,,capsule,himalaya punarnava,himalaya punarnava 60s,1.0,himalaya,himalaya,himalaya,377001.0,himalaya hadjod capsule 60s,,himalaya,himalaya hadjod 60s,capsule,himalaya hadjod capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya punarnava capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(PHARMA),,,152.0,8,0.6666666666666667
HIM0215,himalaya punarnava capsules 60's,,capsule,himalaya punarnava,himalaya punarnava 60s,1.0,himalaya,himalaya,himalaya,380999.0,himalaya gokshura capsule 60s,,himalaya,himalaya gokshura 60s,capsule,himalaya gokshura capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya punarnava capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(PHARMA),,,152.0,8,0.6666666666666667
HIM0215,himalaya punarnava capsules 60's,,capsule,himalaya punarnava,himalaya punarnava 60s,1.0,himalaya,himalaya,himalaya,381046.0,himalaya tagara capsule 60s,,himalaya,himalaya tagara 60s,capsule,himalaya tagara capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya punarnava capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(PHARMA),,,152.0,8,0.6666666666666667
HIM0247,himalaya brahmi cap 60's,,capsule,himalaya brahmi,himalaya brahmi 60s,1.0,himalaya,himalaya,himalaya,210986.0,himalaya moringa capsule 60s,AYURVEDIC,himalaya,himalaya moringa 60s,capsule,himalaya moringa capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya brahmi capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(PHARMA),,,2.5,8,0.6666666666666667
HIM0247,himalaya brahmi cap 60's,,capsule,himalaya brahmi,himalaya brahmi 60s,1.0,himalaya,himalaya,himalaya,211071.0,himalaya sunthi capsule 60s,AYURVEDIC,himalaya,himalaya sunthi 60s,capsule,himalaya sunthi capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya brahmi capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(PHARMA),,,2.5,8,0.6666666666666667
HIM0247,himalaya brahmi cap 60's,,capsule,himalaya brahmi,himalaya brahmi 60s,1.0,himalaya,himalaya,himalaya,211089.0,himalaya vigorcare capsule 60s,AYURVEDIC,himalaya,himalaya vigorcare 60s,capsule,himalaya vigorcare capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya brahmi capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(PHARMA),,,2.5,8,0.6666666666666667
HIM0247,himalaya brahmi cap 60's,,capsule,himalaya brahmi,himalaya brahmi 60s,1.0,himalaya,himalaya,himalaya,364495.0,himalaya talekt capsule 60s,AYURVEDIC,himalaya,himalaya talekt 60s,capsule,himalaya talekt capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya brahmi capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(PHARMA),,,2.5,8,0.6666666666666667
HIM0247,himalaya brahmi cap 60's,,capsule,himalaya brahmi,himalaya brahmi 60s,1.0,himalaya,himalaya,himalaya,376922.0,himalaya guduchi capsule 60s,,himalaya,himalaya guduchi 60s,capsule,himalaya guduchi capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya brahmi capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(PHARMA),,,2.5,8,0.6666666666666667
HIM0247,himalaya brahmi cap 60's,,capsule,himalaya brahmi,himalaya brahmi 60s,1.0,himalaya,himalaya,himalaya,377001.0,himalaya hadjod capsule 60s,,himalaya,himalaya hadjod 60s,capsule,himalaya hadjod capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya brahmi capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(PHARMA),,,2.5,8,0.6666666666666667
HIM0247,himalaya brahmi cap 60's,,capsule,himalaya brahmi,himalaya brahmi 60s,1.0,himalaya,himalaya,himalaya,380999.0,himalaya gokshura capsule 60s,,himalaya,himalaya gokshura 60s,capsule,himalaya gokshura capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya brahmi capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(PHARMA),,,2.5,8,0.6666666666666667
HIM0247,himalaya brahmi cap 60's,,capsule,himalaya brahmi,himalaya brahmi 60s,1.0,himalaya,himalaya,himalaya,381046.0,himalaya tagara capsule 60s,,himalaya,himalaya tagara 60s,capsule,himalaya tagara capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya brahmi capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(PHARMA),,,2.5,8,0.6666666666666667
HIM0266,himalaya shigru capsules 60's,,capsule,himalaya shigru,himalaya shigru 60s,1.0,himalaya,himalaya,himalaya,210986.0,himalaya moringa capsule 60s,AYURVEDIC,himalaya,himalaya moringa 60s,capsule,himalaya moringa capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya shigru capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,147.0,8,0.6666666666666667
HIM0266,himalaya shigru capsules 60's,,capsule,himalaya shigru,himalaya shigru 60s,1.0,himalaya,himalaya,himalaya,211071.0,himalaya sunthi capsule 60s,AYURVEDIC,himalaya,himalaya sunthi 60s,capsule,himalaya sunthi capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya shigru capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,147.0,8,0.6666666666666667
HIM0266,himalaya shigru capsules 60's,,capsule,himalaya shigru,himalaya shigru 60s,1.0,himalaya,himalaya,himalaya,211089.0,himalaya vigorcare capsule 60s,AYURVEDIC,himalaya,himalaya vigorcare 60s,capsule,himalaya vigorcare capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya shigru capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,147.0,8,0.6666666666666667
HIM0266,himalaya shigru capsules 60's,,capsule,himalaya shigru,himalaya shigru 60s,1.0,himalaya,himalaya,himalaya,364495.0,himalaya talekt capsule 60s,AYURVEDIC,himalaya,himalaya talekt 60s,capsule,himalaya talekt capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya shigru capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,147.0,8,0.6666666666666667
HIM0266,himalaya shigru capsules 60's,,capsule,himalaya shigru,himalaya shigru 60s,1.0,himalaya,himalaya,himalaya,376922.0,himalaya guduchi capsule 60s,,himalaya,himalaya guduchi 60s,capsule,himalaya guduchi capsule 60s,0.6666666666666667,0.6666666666666667,60,60,0.0,0.0,himalaya shigru capsule 60s,2.0,,,2.0,,,1,THE HIMALAYA DRUG COMPANY-(WELLNESS),,,147.0,8,0.6666666666666667
